Datetime,Temp,pH
2021/12/02 15:24:18 ,19.58,nan
2021/12/02 15:24:19 ,19.58,nan
2021/12/02 15:24:20 ,19.58,nan
2021/12/02 15:24:21 ,19.58,nan
2021/12/02 15:24:22 ,19.58,nan
2021/12/02 15:24:23 ,19.58,nan
2021/12/02 15:24:24 ,19.58,nan
2021/12/02 15:24:25 ,19.58,nan
2021/12/02 15:24:26 ,19.58,nan
2021/12/02 15:24:27 ,19.58,nan
2021/12/02 15:24:28 ,19.58,nan
2021/12/02 15:24:29 ,19.58,nan
2021/12/02 15:24:30 ,19.58,nan
2021/12/02 15:24:31 ,19.58,nan
2021/12/02 15:24:32 ,19.58,nan
